application_id,student_id,org_id,applied_on,status,matching_score,student_projects,org_required_skills,org_required_domains
A00462,S0031,O020,2026-02-15,Applied,33.3,Predictive maintenance for machines;Automated essay grader,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00463,S0391,O051,2025-11-24,Applied,0.0,Attendance app using face recognition,Docker;JavaScript;GCP,Business Analytics
A00464,S0019,O029,2026-01-08,Applied,14.3,Recommendation system for courses,Azure;Kubernetes;AWS;Figma;Django;CSS;PowerBI,Machine Learning;NLP;IoT;Cloud Computing
A00465,S0101,O044,2025-12-07,Shortlisted,50.0,Resume parser;Chatbot for student queries;E-commerce website,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00466,S0097,O046,2025-11-16,Shortlisted,28.6,Smart traffic signal system,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00467,S0177,O001,2025-12-06,Shortlisted,20.0,Smart traffic signal system,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00468,S0193,O011,2026-01-14,Applied,0.0,Virtual lab for circuits,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00469,S0434,O011,2025-12-27,Applied,0.0,Smart traffic signal system,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00470,S0452,O054,2025-10-20,Applied,25.0,News summarizer;Virtual lab for circuits;Chatbot for student queries,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00471,S0496,O010,2025-11-24,Applied,0.0,IoT-based smart irrigation,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00472,S0211,O043,2025-10-25,Rejected,25.0,Inventory management tool;Energy optimization dashboard,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00473,S0379,O022,2026-03-06,Shortlisted,33.3,Resume parser;Virtual lab for circuits;Smart traffic signal system,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00474,S0165,O018,2026-03-11,Applied,33.3,Energy optimization dashboard;Expense tracker app,SolidWorks;GCP;Flask,DevOps
A00475,S0348,O033,2026-01-29,Shortlisted,33.3,Predictive maintenance for machines,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00476,S0489,O003,2026-02-03,Interview,0.0,Inventory management tool;Virtual lab for circuits,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00477,S0486,O039,2026-03-14,Shortlisted,25.0,Smart traffic signal system;E-commerce website;Resume parser,React;R;Pandas;PyTorch,NLP;DevOps
A00478,S0379,O040,2026-01-02,Applied,0.0,Resume parser;Virtual lab for circuits;Smart traffic signal system,Linux;SolidWorks;JavaScript;TensorFlow;AWS;Scikit-learn;Keras,Blockchain;Mechanical Design;IoT;Cybersecurity
A00479,S0123,O047,2025-12-08,Rejected,25.0,News summarizer;Recommendation system for courses;Virtual lab for circuits,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00480,S0365,O006,2026-03-07,Shortlisted,40.0,Blockchain-based certificate verification;News summarizer,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00481,S0350,O025,2025-11-26,Applied,25.0,Smart traffic signal system;Virtual lab for circuits;Chatbot for student queries,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00482,S0287,O022,2025-11-20,Rejected,0.0,Virtual lab for circuits;Predictive maintenance for machines;Attendance app using face recognition,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00483,S0369,O019,2026-01-15,Rejected,16.7,Automated essay grader;Smart traffic signal system;Health monitoring wearable,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00484,S0096,O057,2025-12-22,Interview,25.0,Resume parser,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00485,S0187,O035,2025-11-19,Applied,20.0,IoT-based smart irrigation;Virtual lab for circuits,SQL;Django;Android;Node.js;Java,Finance
A00486,S0134,O013,2025-09-28,Offered,0.0,Image classifier for plant disease;News summarizer,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00487,S0124,O005,2025-10-10,Interview,33.3,Chatbot for student queries,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00488,S0188,O055,2026-03-10,Shortlisted,0.0,Crop yield predictor;Attendance app using face recognition;Virtual lab for circuits;Smart traffic signal system,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00489,S0208,O002,2025-12-24,Accepted,33.3,Energy optimization dashboard;Sentiment analysis for reviews;Inventory management tool,Flutter;TensorFlow;Node.js,Web Development
A00490,S0137,O024,2026-01-17,Interview,0.0,News summarizer,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00491,S0200,O059,2026-03-15,Shortlisted,0.0,Blockchain-based certificate verification;Energy optimization dashboard,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00492,S0138,O032,2025-12-13,Interview,28.6,Health monitoring wearable,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00493,S0206,O038,2026-03-21,Rejected,25.0,IoT-based smart irrigation;E-commerce website,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A00494,S0409,O018,2026-03-23,Interview,0.0,Real-time object detection,SolidWorks;GCP;Flask,DevOps
A00495,S0462,O059,2026-03-01,Applied,20.0,News summarizer;Blockchain-based certificate verification,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00496,S0103,O024,2025-11-20,Applied,40.0,Crop yield predictor;Real-time object detection;Smart traffic signal system,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00497,S0289,O031,2025-11-28,Applied,0.0,E-commerce website;Health monitoring wearable,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00498,S0477,O047,2026-02-19,Interview,0.0,Expense tracker app,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00499,S0196,O052,2025-10-06,Applied,0.0,Recommendation system for courses,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00500,S0464,O018,2025-10-22,Applied,0.0,Chatbot for student queries;E-commerce website,SolidWorks;GCP;Flask,DevOps
A00501,S0176,O019,2025-12-23,Applied,0.0,Sentiment analysis for reviews,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00502,S0358,O059,2025-09-22,Shortlisted,40.0,Image classifier for plant disease,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00503,S0474,O054,2026-02-25,Rejected,25.0,Real-time object detection,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00504,S0157,O033,2025-10-12,Offered,33.3,Real-time object detection;E-commerce website,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00505,S0095,O049,2025-12-31,Shortlisted,0.0,Recommendation system for courses;Attendance app using face recognition,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00506,S0166,O051,2025-12-24,Shortlisted,0.0,Expense tracker app;Health monitoring wearable;Real-time object detection,Docker;JavaScript;GCP,Business Analytics
A00507,S0204,O020,2026-01-12,Applied,0.0,Expense tracker app;E-commerce website,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00508,S0437,O060,2025-11-20,Applied,0.0,Predictive maintenance for machines;Recommendation system for courses,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00509,S0446,O018,2025-10-24,Applied,0.0,Smart traffic signal system,SolidWorks;GCP;Flask,DevOps
A00510,S0398,O046,2026-02-17,Accepted,14.3,Inventory management tool;Resume parser,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00511,S0137,O012,2025-12-27,Applied,0.0,News summarizer,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00512,S0417,O019,2025-10-03,Accepted,16.7,Virtual lab for circuits;Recommendation system for courses,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00513,S0489,O017,2026-03-05,Shortlisted,14.3,Inventory management tool;Virtual lab for circuits,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00514,S0101,O016,2025-10-30,Rejected,14.3,Resume parser;Chatbot for student queries;E-commerce website,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00515,S0419,O008,2025-12-06,Interview,0.0,News summarizer,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00516,S0454,O020,2025-11-13,Interview,16.7,Crop yield predictor;Resume parser;Smart traffic signal system;E-commerce website,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00517,S0029,O029,2026-02-12,Applied,14.3,IoT-based smart irrigation,Azure;Kubernetes;AWS;Figma;Django;CSS;PowerBI,Machine Learning;NLP;IoT;Cloud Computing
A00518,S0337,O050,2026-01-15,Applied,16.7,Virtual lab for circuits;Predictive maintenance for machines;Automated essay grader,SolidWorks;Flutter;Verilog;AWS;SQL;Tableau,Mobile App;Embedded Systems;Blockchain;Cybersecurity
A00519,S0493,O059,2026-03-13,Rejected,20.0,Attendance app using face recognition,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00520,S0016,O035,2026-03-04,Interview,20.0,Predictive maintenance for machines;News summarizer;Crop yield predictor,SQL;Django;Android;Node.js;Java,Finance
A00521,S0063,O032,2026-02-02,Offered,28.6,Image classifier for plant disease,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00522,S0471,O011,2025-10-26,Rejected,20.0,Health monitoring wearable;Blockchain-based certificate verification,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00523,S0041,O024,2026-03-25,Shortlisted,20.0,Resume parser,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00524,S0048,O059,2026-02-09,Applied,0.0,Virtual lab for circuits;News summarizer;Health monitoring wearable,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00525,S0081,O014,2025-12-21,Offered,0.0,IoT-based smart irrigation,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00526,S0337,O018,2026-03-28,Rejected,66.7,Virtual lab for circuits;Predictive maintenance for machines;Automated essay grader,SolidWorks;GCP;Flask,DevOps
A00527,S0222,O057,2026-01-27,Interview,0.0,Inventory management tool;Expense tracker app;E-commerce website,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00528,S0133,O018,2026-03-13,Interview,33.3,Inventory management tool,SolidWorks;GCP;Flask,DevOps
A00529,S0348,O032,2025-10-02,Applied,28.6,Predictive maintenance for machines,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00530,S0100,O042,2025-10-31,Rejected,33.3,Chatbot for student queries;Expense tracker app;Real-time object detection,Docker;Flutter;React,UI/UX;IoT
A00531,S0479,O053,2026-03-12,Applied,16.7,News summarizer;Attendance app using face recognition;Crop yield predictor,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00532,S0271,O027,2025-12-16,Rejected,0.0,Crop yield predictor;E-commerce website;Real-time object detection,Kubernetes;Django;HTML;Azure;Android;React;Verilog,Computer Vision
A00533,S0421,O010,2025-11-15,Rejected,14.3,Crop yield predictor;Inventory management tool;Attendance app using face recognition;News summarizer,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00534,S0237,O029,2025-10-23,Shortlisted,14.3,News summarizer,Azure;Kubernetes;AWS;Figma;Django;CSS;PowerBI,Machine Learning;NLP;IoT;Cloud Computing
A00535,S0205,O044,2025-12-11,Applied,25.0,Smart traffic signal system;News summarizer;E-commerce website,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00536,S0100,O030,2025-09-20,Applied,14.3,Chatbot for student queries;Expense tracker app;Real-time object detection,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00537,S0467,O004,2026-03-04,Offered,0.0,Inventory management tool,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00538,S0474,O049,2026-02-28,Interview,28.6,Real-time object detection,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00539,S0418,O010,2026-01-10,Rejected,14.3,Crop yield predictor,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00540,S0033,O002,2025-12-23,Applied,0.0,Predictive maintenance for machines;Inventory management tool,Flutter;TensorFlow;Node.js,Web Development
A00541,S0266,O043,2025-10-01,Applied,25.0,Expense tracker app,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00542,S0472,O010,2026-01-21,Offered,0.0,Automated essay grader,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00543,S0092,O047,2025-10-22,Applied,25.0,Recommendation system for courses;Blockchain-based certificate verification,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00544,S0096,O021,2026-01-16,Interview,50.0,Resume parser,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00545,S0485,O013,2025-10-20,Applied,16.7,Predictive maintenance for machines;Blockchain-based certificate verification;Attendance app using face recognition,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00546,S0310,O020,2025-11-17,Rejected,33.3,Image classifier for plant disease,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00547,S0355,O051,2025-10-21,Interview,33.3,Recommendation system for courses,Docker;JavaScript;GCP,Business Analytics
A00548,S0112,O049,2025-12-30,Shortlisted,0.0,Predictive maintenance for machines;Virtual lab for circuits,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00549,S0322,O045,2025-10-12,Applied,0.0,Smart traffic signal system,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00550,S0085,O059,2025-09-28,Applied,20.0,Attendance app using face recognition;Expense tracker app;Recommendation system for courses;Chatbot for student queries,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00551,S0102,O025,2026-02-26,Applied,0.0,Inventory management tool;Real-time object detection,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00552,S0364,O010,2026-01-30,Interview,14.3,IoT-based smart irrigation,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00553,S0091,O059,2026-03-23,Applied,20.0,Chatbot for student queries,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00554,S0331,O012,2026-02-14,Interview,25.0,Energy optimization dashboard;Crop yield predictor;Attendance app using face recognition,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00555,S0439,O032,2026-04-08,Applied,0.0,E-commerce website,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00556,S0066,O047,2025-12-24,Rejected,0.0,Virtual lab for circuits,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00557,S0181,O053,2026-03-07,Interview,16.7,Crop yield predictor,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00558,S0466,O016,2025-10-27,Applied,14.3,Resume parser;Energy optimization dashboard;E-commerce website,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00559,S0328,O045,2026-04-05,Offered,0.0,Attendance app using face recognition,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00560,S0117,O045,2026-02-24,Applied,0.0,News summarizer,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00561,S0268,O039,2026-02-22,Applied,25.0,IoT-based smart irrigation;Resume parser;Blockchain-based certificate verification;Inventory management tool,React;R;Pandas;PyTorch,NLP;DevOps
A00562,S0148,O024,2026-01-19,Interview,20.0,Resume parser;Crop yield predictor,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00563,S0425,O058,2026-04-08,Offered,16.7,Chatbot for student queries;Crop yield predictor,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00564,S0401,O023,2025-11-16,Applied,42.9,News summarizer;Attendance app using face recognition,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00565,S0217,O028,2025-10-12,Shortlisted,25.0,Image classifier for plant disease;Sentiment analysis for reviews,Java;MATLAB;NumPy;Excel,Civil Engineering;Web Development;IoT
A00566,S0498,O003,2026-01-18,Applied,25.0,Expense tracker app;Chatbot for student queries;Blockchain-based certificate verification,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00567,S0465,O004,2026-02-08,Rejected,0.0,Expense tracker app,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00568,S0024,O033,2025-11-06,Applied,33.3,Energy optimization dashboard;Crop yield predictor,Flutter;Tableau;Android,Digital Marketing;Civil Engineering;Computer Vision
A00569,S0255,O051,2025-10-20,Interview,0.0,Recommendation system for courses,Docker;JavaScript;GCP,Business Analytics
A00570,S0414,O011,2025-11-10,Applied,20.0,Resume parser,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00571,S0051,O001,2026-01-23,Applied,0.0,Blockchain-based certificate verification,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00572,S0203,O007,2025-12-19,Shortlisted,0.0,Health monitoring wearable;Energy optimization dashboard,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00573,S0488,O053,2026-02-08,Applied,0.0,E-commerce website,CSS;Node.js;Tableau;TensorFlow;Pandas;HTML,Mobile App;Business Analytics
A00574,S0493,O036,2026-03-12,Shortlisted,20.0,Attendance app using face recognition,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
